sector,subsector,iso3_country,co2e_100yr,continent_ct
waste,wastewater-treatment-and-discharge,BLZ,945,North America
forestry-and-land-use,wetland-fires,BLZ,3004,North America
power,electricity-generation,BMU,159500,North America
forestry-and-land-use,forest-land-degradation,BMU,0,North America
transportation,international-aviation,BMU,87996,North America
mineral-extraction,copper-mining,BOL,2266,South America
agriculture,cropland-fires,BOL,105609,South America
transportation,domestic-aviation,BOL,30276,South America
power,electricity-generation,BOL,300833,South America
agriculture,enteric-fermentation-cattle-pasture,BOL,315858,South America
forestry-and-land-use,forest-land-clearing,BOL,4312375,South America
forestry-and-land-use,forest-land-degradation,BOL,750086,South America
forestry-and-land-use,forest-land-fires,BOL,3445879,South America
transportation,international-aviation,BOL,59624,South America
agriculture,manure-left-on-pasture-cattle,BOL,90913,South America
forestry-and-land-use,net-forest-land,BOL,3664014,South America
forestry-and-land-use,net-shrubgrass,BOL,-502066,South America
forestry-and-land-use,net-wetland,BOL,-47437,South America
fossil-fuel-operations,oil-and-gas-production-and-transport,BOL,1615810,South America
fossil-fuel-operations,oil-and-gas-refining,BOL,137423,South America
forestry-and-land-use,removals,BOL,-7623379,South America
transportation,road-transportation,BOL,762793,South America
forestry-and-land-use,shrubgrass-fires,BOL,608148,South America
waste,solid-waste-disposal,BOL,326904,South America
agriculture,synthetic-fertilizer-application,BOL,4387,South America
waste,wastewater-treatment-and-discharge,BOL,8035,South America
forestry-and-land-use,water-reservoirs,BOL,4596,South America
forestry-and-land-use,wetland-fires,BOL,120726,South America
mineral-extraction,bauxite-mining,BRA,127606,South America
fossil-fuel-operations,coal-mining,BRA,44399,South America
mineral-extraction,copper-mining,BRA,106869,South America
agriculture,cropland-fires,BRA,127397,South America
transportation,domestic-aviation,BRA,57501,South America
power,electricity-generation,BRA,280907,South America
agriculture,enteric-fermentation-cattle-feedlot,BRA,5767,South America
agriculture,enteric-fermentation-cattle-pasture,BRA,141688,South America
forestry-and-land-use,forest-land-clearing,BRA,565671,South America
forestry-and-land-use,forest-land-degradation,BRA,35412,South America
forestry-and-land-use,forest-land-fires,BRA,204848,South America
transportation,international-aviation,BRA,282373,South America
mineral-extraction,iron-mining,BRA,618135,South America
agriculture,manure-left-on-pasture-cattle,BRA,40782,South America
agriculture,manure-management-cattle-feedlot,BRA,111,South America
forestry-and-land-use,net-forest-land,BRA,-346377,South America
forestry-and-land-use,net-shrubgrass,BRA,-222706,South America
forestry-and-land-use,net-wetland,BRA,-11499,South America
fossil-fuel-operations,oil-and-gas-production-and-transport,BRA,5690817,South America
fossil-fuel-operations,oil-and-gas-refining,BRA,1835044,South America
forestry-and-land-use,removals,BRA,-868344,South America
agriculture,rice-cultivation,BRA,119063,South America
transportation,road-transportation,BRA,217798,South America
forestry-and-land-use,shrubgrass-fires,BRA,47309,South America
waste,solid-waste-disposal,BRA,176666,South America
agriculture,synthetic-fertilizer-application,BRA,13101,South America
waste,wastewater-treatment-and-discharge,BRA,1894,South America
forestry-and-land-use,water-reservoirs,BRA,68643,South America
forestry-and-land-use,wetland-fires,BRA,572,South America
agriculture,cropland-fires,BRB,4174,North America
power,electricity-generation,BRB,407000,North America
forestry-and-land-use,forest-land-clearing,BRB,268,North America
forestry-and-land-use,forest-land-degradation,BRB,38,North America
forestry-and-land-use,forest-land-fires,BRB,0,North America
transportation,international-aviation,BRB,390394,North America
forestry-and-land-use,net-forest-land,BRB,5853,North America
forestry-and-land-use,net-shrubgrass,BRB,2643,North America
forestry-and-land-use,net-wetland,BRB,49,North America
forestry-and-land-use,removals,BRB,-236,North America
transportation,road-transportation,BRB,361621,North America
forestry-and-land-use,shrubgrass-fires,BRB,0,North America
waste,wastewater-treatment-and-discharge,BRB,470,North America
forestry-and-land-use,wetland-fires,BRB,0,North America
agriculture,cropland-fires,BRN,376,Asia
power,electricity-generation,BRN,679400,Asia
agriculture,enteric-fermentation-cattle-pasture,BRN,1000,Asia
forestry-and-land-use,forest-land-clearing,BRN,15960,Asia
forestry-and-land-use,forest-land-degradation,BRN,1752,Asia
forestry-and-land-use,forest-land-fires,BRN,0,Asia
transportation,international-aviation,BRN,93731,Asia
agriculture,manure-left-on-pasture-cattle,BRN,337,Asia
forestry-and-land-use,net-forest-land,BRN,73743,Asia
forestry-and-land-use,net-shrubgrass,BRN,2048,Asia
forestry-and-land-use,net-wetland,BRN,752,Asia
fossil-fuel-operations,oil-and-gas-refining,BRN,880547,Asia
forestry-and-land-use,removals,BRN,-16924,Asia
agriculture,rice-cultivation,BRN,4,Asia
transportation,road-transportation,BRN,6867,Asia
forestry-and-land-use,shrubgrass-fires,BRN,0,Asia
waste,solid-waste-disposal,BRN,3066,Asia
agriculture,synthetic-fertilizer-application,BRN,312,Asia
waste,wastewater-treatment-and-discharge,BRN,4118,Asia
forestry-and-land-use,wetland-fires,BRN,0,Asia
fossil-fuel-operations,coal-mining,BTN,1005,Asia
agriculture,cropland-fires,BTN,504,Asia
transportation,domestic-aviation,BTN,440,Asia
agriculture,enteric-fermentation-cattle-pasture,BTN,1436,Asia
forestry-and-land-use,forest-land-clearing,BTN,33591,Asia
forestry-and-land-use,forest-land-degradation,BTN,52945,Asia
forestry-and-land-use,forest-land-fires,BTN,5756,Asia
transportation,international-aviation,BTN,10359,Asia
agriculture,manure-left-on-pasture-cattle,BTN,327,Asia
forestry-and-land-use,net-forest-land,BTN,36372,Asia
forestry-and-land-use,net-shrubgrass,BTN,-6712,Asia
forestry-and-land-use,net-wetland,BTN,4,Asia
forestry-and-land-use,removals,BTN,-91508,Asia
agriculture,rice-cultivation,BTN,22,Asia
transportation,road-transportation,BTN,4021,Asia
forestry-and-land-use,shrubgrass-fires,BTN,88,Asia
agriculture,synthetic-fertilizer-application,BTN,813,Asia
waste,wastewater-treatment-and-discharge,BTN,1341,Asia
forestry-and-land-use,wetland-fires,BTN,1,Asia
forestry-and-land-use,forest-land-degradation,BVT,0,Antarctica
fossil-fuel-operations,coal-mining,BWA,143363,Africa
mineral-extraction,copper-mining,BWA,94675,Africa
agriculture,cropland-fires,BWA,24121,Africa
transportation,domestic-aviation,BWA,3085,Africa
power,electricity-generation,BWA,662250,Africa
agriculture,enteric-fermentation-cattle-feedlot,BWA,2315,Africa
agriculture,enteric-fermentation-cattle-pasture,BWA,36210,Africa
forestry-and-land-use,forest-land-clearing,BWA,567,Africa
forestry-and-land-use,forest-land-degradation,BWA,0,Africa
forestry-and-land-use,forest-land-fires,BWA,415600,Africa
transportation,international-aviation,BWA,8995,Africa
agriculture,manure-left-on-pasture-cattle,BWA,18697,Africa
agriculture,manure-management-cattle-feedlot,BWA,92,Africa
forestry-and-land-use,net-forest-land,BWA,-702976,Africa
forestry-and-land-use,net-shrubgrass,BWA,-2111046,Africa
forestry-and-land-use,net-wetland,BWA,278391,Africa
forestry-and-land-use,removals,BWA,-4794733,Africa
transportation,road-transportation,BWA,118782,Africa
forestry-and-land-use,shrubgrass-fires,BWA,1125118,Africa
waste,solid-waste-disposal,BWA,216843,Africa
agriculture,synthetic-fertilizer-application,BWA,109,Africa
waste,wastewater-treatment-and-discharge,BWA,317,Africa
forestry-and-land-use,water-reservoirs,BWA,9784,Africa
forestry-and-land-use,wetland-fires,BWA,50135,Africa
agriculture,cropland-fires,CAF,12043,Africa
agriculture,enteric-fermentation-cattle-pasture,CAF,135890,Africa
forestry-and-land-use,forest-land-clearing,CAF,432886,Africa
forestry-and-land-use,forest-land-degradation,CAF,172017,Africa
forestry-and-land-use,forest-land-fires,CAF,30111092,Africa
transportation,international-aviation,CAF,29218,Africa
agriculture,manure-left-on-pasture-cattle,CAF,70166,Africa
forestry-and-land-use,net-forest-land,CAF,-962053,Africa
forestry-and-land-use,net-shrubgrass,CAF,22182,Africa
forestry-and-land-use,net-wetland,CAF,1812,Africa
forestry-and-land-use,removals,CAF,-23153579,Africa
transportation,road-transportation,CAF,49519,Africa
forestry-and-land-use,shrubgrass-fires,CAF,1156868,Africa
agriculture,synthetic-fertilizer-application,CAF,22,Africa
forestry-and-land-use,wetland-fires,CAF,2426,Africa
fossil-fuel-operations,coal-mining,CAN,395320,North America
mineral-extraction,copper-mining,CAN,140894,North America
agriculture,cropland-fires,CAN,55386,North America
transportation,domestic-aviation,CAN,28101,North America
power,electricity-generation,CAN,558984,North America
agriculture,enteric-fermentation-cattle-pasture,CAN,101034,North America
forestry-and-land-use,forest-land-clearing,CAN,2259615,North America
forestry-and-land-use,forest-land-degradation,CAN,0,North America
forestry-and-land-use,forest-land-fires,CAN,483606,North America
transportation,international-aviation,CAN,351759,North America
mineral-extraction,iron-mining,CAN,444510,North America
agriculture,manure-left-on-pasture-cattle,CAN,33558,North America
forestry-and-land-use,net-forest-land,CAN,-2024184,North America
forestry-and-land-use,net-shrubgrass,CAN,1494828,North America
forestry-and-land-use,net-wetland,CAN,420122,North America
fossil-fuel-operations,oil-and-gas-production-and-transport,CAN,7944988,North America
fossil-fuel-operations,oil-and-gas-refining,CAN,1087513,North America
manufacturing,other-manufacturing,CAN,74206,North America
forestry-and-land-use,removals,CAN,-3066956,North America
transportation,road-transportation,CAN,684014,North America
forestry-and-land-use,shrubgrass-fires,CAN,143044,North America
waste,solid-waste-disposal,CAN,64970,North America
agriculture,synthetic-fertilizer-application,CAN,116673,North America
waste,wastewater-treatment-and-discharge,CAN,932,North America
forestry-and-land-use,water-reservoirs,CAN,16743,North America
forestry-and-land-use,wetland-fires,CAN,219,North America
transportation,international-aviation,CCK,2473,Asia
agriculture,cropland-fires,CHE,866,Europe
transportation,domestic-aviation,CHE,5417,Europe
agriculture,enteric-fermentation-cattle-pasture,CHE,8803,Europe
forestry-and-land-use,forest-land-clearing,CHE,12664,Europe
forestry-and-land-use,forest-land-degradation,CHE,0,Europe
forestry-and-land-use,forest-land-fires,CHE,94,Europe
transportation,international-aviation,CHE,678185,Europe
agriculture,manure-left-on-pasture-cattle,CHE,3101,Europe
forestry-and-land-use,net-forest-land,CHE,-159432,Europe
forestry-and-land-use,net-shrubgrass,CHE,-37764,Europe
forestry-and-land-use,net-wetland,CHE,-75,Europe
fossil-fuel-operations,oil-and-gas-refining,CHE,702993,Europe
manufacturing,other-manufacturing,CHE,4543,Europe
manufacturing,petrochemicals,CHE,34133,Europe
forestry-and-land-use,removals,CHE,-15827,Europe
agriculture,rice-cultivation,CHE,0,Europe
transportation,road-transportation,CHE,66705,Europe
forestry-and-land-use,shrubgrass-fires,CHE,2,Europe
waste,solid-waste-disposal,CHE,784,Europe
agriculture,synthetic-fertilizer-application,CHE,1717,Europe
waste,wastewater-treatment-and-discharge,CHE,954,Europe
forestry-and-land-use,water-reservoirs,CHE,217,Europe
forestry-and-land-use,wetland-fires,CHE,0,Europe
mineral-extraction,copper-mining,CHL,292227,South America
agriculture,cropland-fires,CHL,46867,South America
transportation,domestic-aviation,CHL,70560,South America
power,electricity-generation,CHL,431238,South America
agriculture,enteric-fermentation-cattle-pasture,CHL,112809,South America
forestry-and-land-use,forest-land-clearing,CHL,1239672,South America
forestry-and-land-use,forest-land-degradation,CHL,0,South America
forestry-and-land-use,forest-land-fires,CHL,152623,South America
transportation,international-aviation,CHL,245457,South America
mineral-extraction,iron-mining,CHL,21031,South America
agriculture,manure-left-on-pasture-cattle,CHL,32469,South America
forestry-and-land-use,net-forest-land,CHL,-971156,South America
forestry-and-land-use,net-shrubgrass,CHL,-1564384,South America
forestry-and-land-use,net-wetland,CHL,-15478,South America
fossil-fuel-operations,oil-and-gas-production-and-transport,CHL,174301,South America
fossil-fuel-operations,oil-and-gas-refining,CHL,743382,South America
forestry-and-land-use,removals,CHL,-1528428,South America
transportation,road-transportation,CHL,423412,South America
forestry-and-land-use,shrubgrass-fires,CHL,86714,South America
waste,solid-waste-disposal,CHL,348249,South America
agriculture,synthetic-fertilizer-application,CHL,33341,South America
waste,wastewater-treatment-and-discharge,CHL,6710,South America
forestry-and-land-use,water-reservoirs,CHL,8008,South America
forestry-and-land-use,wetland-fires,CHL,151,South America
mineral-extraction,bauxite-mining,CHN,118622,Asia
fossil-fuel-operations,coal-mining,CHN,852813,Asia
mineral-extraction,copper-mining,CHN,212856,Asia
agriculture,cropland-fires,CHN,95590,Asia
transportation,domestic-aviation,CHN,296623,Asia
power,electricity-generation,CHN,3707821,Asia
agriculture,enteric-fermentation-cattle-feedlot,CHN,6428,Asia
agriculture,enteric-fermentation-cattle-pasture,CHN,26662,Asia
forestry-and-land-use,forest-land-clearing,CHN,1805725,Asia
forestry-and-land-use,forest-land-degradation,CHN,62,Asia
forestry-and-land-use,forest-land-fires,CHN,76052,Asia
transportation,international-aviation,CHN,223824,Asia
mineral-extraction,iron-mining,CHN,433674,Asia
agriculture,manure-left-on-pasture-cattle,CHN,8986,Asia
agriculture,manure-management-cattle-feedlot,CHN,671,Asia
forestry-and-land-use,net-forest-land,CHN,-1742750,Asia
forestry-and-land-use,net-shrubgrass,CHN,133721,Asia
forestry-and-land-use,net-wetland,CHN,19829,Asia
fossil-fuel-operations,oil-and-gas-production-and-transport,CHN,3012280,Asia
fossil-fuel-operations,oil-and-gas-refining,CHN,1221333,Asia
manufacturing,petrochemicals,CHN,1525356,Asia
forestry-and-land-use,removals,CHN,-2036792,Asia
agriculture,rice-cultivation,CHN,1237915,Asia
transportation,road-transportation,CHN,261821,Asia
forestry-and-land-use,shrubgrass-fires,CHN,78261,Asia
waste,solid-waste-disposal,CHN,95850,Asia
agriculture,synthetic-fertilizer-application,CHN,785124,Asia
waste,wastewater-treatment-and-discharge,CHN,19657,Asia
forestry-and-land-use,water-reservoirs,CHN,7610,Asia
forestry-and-land-use,wetland-fires,CHN,310,Asia
agriculture,cropland-fires,CIV,194628,Africa
transportation,domestic-aviation,CIV,1240,Africa
power,electricity-generation,CIV,1304500,Africa
agriculture,enteric-fermentation-cattle-pasture,CIV,68243,Africa
forestry-and-land-use,forest-land-clearing,CIV,2738843,Africa
forestry-and-land-use,forest-land-degradation,CIV,286646,Africa
forestry-and-land-use,forest-land-fires,CIV,1235028,Africa
transportation,international-aviation,CIV,352925,Africa
agriculture,manure-left-on-pasture-cattle,CIV,35237,Africa
forestry-and-land-use,net-forest-land,CIV,4826971,Africa
forestry-and-land-use,net-shrubgrass,CIV,24900,Africa
forestry-and-land-use,net-wetland,CIV,25673,Africa
fossil-fuel-operations,oil-and-gas-production-and-transport,CIV,134616,Africa
fossil-fuel-operations,oil-and-gas-refining,CIV,515196,Africa
forestry-and-land-use,removals,CIV,-4221703,Africa
transportation,road-transportation,CIV,144807,Africa
forestry-and-land-use,shrubgrass-fires,CIV,257375,Africa
agriculture,synthetic-fertilizer-application,CIV,1419,Africa
waste,wastewater-treatment-and-discharge,CIV,7521,Africa
forestry-and-land-use,water-reservoirs,CIV,28501,Africa
forestry-and-land-use,wetland-fires,CIV,885,Africa
agriculture,cropland-fires,CMR,102869,Africa
transportation,domestic-aviation,CMR,6660,Africa
power,electricity-generation,CMR,83000,Africa
agriculture,enteric-fermentation-cattle-pasture,CMR,189997,Africa
forestry-and-land-use,forest-land-clearing,CMR,2210115,Africa
forestry-and-land-use,forest-land-degradation,CMR,322628,Africa
forestry-and-land-use,forest-land-fires,CMR,2556687,Africa
transportation,international-aviation,CMR,115610,Africa
agriculture,manure-left-on-pasture-cattle,CMR,98105,Africa
forestry-and-land-use,net-forest-land,CMR,2709172,Africa
forestry-and-land-use,net-shrubgrass,CMR,-227527,Africa
